reaction,FC,p,q,enrichment,changed
FAOXC163C164x,-0.3116065301867668,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC163x,-0.31160653018676826,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC164C143x,0.04033056265884958,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC164C163x,-0.31160653018676737,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC164C165x,0.0403305626588461,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC164x,0.04033056265884805,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC165C164x,0.04033056265884625,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC181C161x,-0.6684006200652772,0.0,0.0,0,0
FAOXC184C163x,-0.3116065301867662,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC184C164x,0.04033056265884276,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC184x,-0.3116065301867662,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC200180m,1.0,0.0,0.0,1,1
FAOXC200180x,0.09961210117872366,2.478045227082155e-09,2.7788202497304555e-09,0,0
FAOXC201C181x,-0.6684006200652769,0.0,0.0,0,0
FAOXC204C205x,-0.3116065301867662,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC2051843x,0.040330562658844916,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC205C184x,-0.3116065301867662,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC221C201x,-0.6684006200652768,0.0,0.0,0,0
FAOXC2242046m,1.0,0.0,0.0,1,1
FAOXC2242046x,-0.09542120249202461,5.194801845515002e-08,5.757424872008371e-08,0,0
FAOXC2251836m,1.0,0.0,0.0,1,1
FAOXC2252053x,0.09583871185294869,2.6939327692004903e-48,3.7599722197648434e-48,0,0
FAOXC225C204x,-0.311606530186768,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC225C226x,-0.31160653018676815,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC225x,-0.3116065301867696,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC226C225x,-0.3116065301867694,2.926523801584469e-154,5.334127248574887e-154,0,0
FAOXC240200x_1,0.3194717169899581,9.256398497811612e-84,1.4359688220262473e-83,0,0
FAOXC241C221x,-0.6684006200652751,0.0,0.0,0,0
FAOXC246226x,0.27250183052411936,7.847683261668956e-40,1.0528167667918025e-39,0,0
FAOXC260240x_1,0.0976972239610057,6.977595468924532e-13,8.144692000043878e-13,0,0
FAOXC61C4x,0.04033056265884895,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC61x,0.04033056265884895,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC81C61x,0.04033056265884912,3.3470758389799365e-37,4.409946342120217e-37,0,0
FAOXC8C6x,-1.0,0.0,0.0,-1,1
FATP2t,1.0,0.0,0.0,1,1
FATP5t,1.0,0.0,0.0,1,1
FATP6t,-1.0,2.137617700150948e-300,4.645755801661393e-300,-1,1
FATP8t,1.0,0.0,0.0,1,1
FATP9t,1.0,0.0,0.0,1,1
FBA,1.1880444480132206,0.0,0.0,1,1
FBA2,0.0,1.0,1.0,0,0
FBA4,0.0,1.0,1.0,0,0
FDPte,-0.6937373382932776,0.0,0.0,0,0
FK,0.3491710814788285,1.837273440992013e-114,2.9798564266835634e-114,0,0
FOAXC122C101x,-0.31160653018676565,2.926523801584469e-154,5.334127248574887e-154,0,0
FOLABCCte,0.49258886293253823,2.667350123988135e-119,4.5526499498436224e-119,0,0
FOLOAT1tc,-0.2593558141609742,9.6867846026964e-277,2.0524830513791255e-276,0,0
FOLOAT2tc,1.0,0.0,0.0,1,1
FOLR2,0.06274624105377519,1.5839049278876935e-19,1.9124185425606966e-19,0,0
FOLt,-0.6747960737029269,0.0,0.0,0,0
FOLt2_1,-0.017658290476836043,8.513708327314542e-07,9.291383262999419e-07,0,0
FORGLUt,-1.0,0.0,0.0,-1,1
FORtm,-0.035090400211797435,4.2475154084352807e-10,4.82470391341429e-10,0,0
FORtr,-0.7468348511183792,0.0,0.0,0,0
FPGS7m_1,1.0,0.0,0.0,1,1
FPGSm_1,1.0,0.0,0.0,1,1
FRDPtc,1.0,0.0,0.0,1,1
FRDPtcr,0.2236091403676193,5.368503601575849e-87,8.379565813130019e-87,0,0
FRDPtr,-1.0,0.0,0.0,-1,1
FT,-0.017471509905912928,0.5005673707894058,0.5083643703344121,0,0
FTCD,-0.22053325998455373,1.1072502845543827e-180,2.10037003271247e-180,0,0
FTHFDH,0.167025595372829,4.6103971535538226e-175,8.644968204116535e-175,0,0
FTHFLi,-0.006753944433928758,0.21939649929677082,0.22401020644081923,0,0
FTHFLmi,0.03509040021137436,4.2475154084352807e-10,4.82470391341429e-10,0,0
FUC14GALACGLCGALGLUSIDEte,-0.3491710814788024,1.837273440992013e-114,2.9798564266835634e-114,0,0
FUC14GALACGLCGALGLUSIDEtg,0.3491710814788024,1.837273440992013e-114,2.9798564266835634e-114,0,0
FUCASE2ly,0.34917108147883974,1.837273440992013e-114,2.9798564266835634e-114,0,0
FUCtly,0.34917108147882897,1.837273440992013e-114,2.9798564266835634e-114,0,0
FUMtr,-0.1705890177382561,9.803857095159588e-13,1.1373869797231408e-12,0,0
FUT12g,0.3491710814788235,1.837273440992013e-114,2.9798564266835634e-114,0,0
G3PD1irm,0.30802363618453166,0.0,0.0,0,0
G3PDm,1.0,0.0,0.0,1,1
G6PDA,-0.2747748861550823,2.5141262540358835e-204,4.8994330586762474e-204,0,0
G6PDH1er,1.067096491599904,0.0,0.0,1,1
G6PDH2c,-0.0879431986291383,5.274648198989292e-42,7.14771210813157e-42,0,0
G6PDH2er,-1.0670964915999073,0.0,0.0,-1,1
G6PDH2r,0.08794319862913191,5.274648198989292e-42,7.14771210813157e-42,0,0
G6PPer,1.0,0.0,0.0,1,1
GALASE10ly,0.34917108147889164,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE11ly,0.34917108147890813,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE12ly,0.34917108147893594,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE13ly,0.3491710814789156,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE14ly,0.34917108147893516,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE15ly,0.3491710814789344,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE16ly,-0.07332611668671471,1.382902816518576e-11,1.582640033748942e-11,0,0
GALASE17ly,-0.014095202370704534,0.0014488954599620356,0.00151529763502904,0,0
GALASE18ly,-0.014095202370704522,0.0014488954599620356,0.00151529763502904,0,0
GALASE19ly,-1.0,0.0,0.0,-1,1
GALASE1ly,-0.211802085417272,1.1157313408241001e-33,1.4458256216698446e-33,0,0
GALASE20ly,0.09916131245537195,4.955881909979731e-13,5.793710306646386e-13,0,0
GALASE3ly,0.34917108147840215,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE4ly,0.34917108147882475,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE5ly,0.3491710814788447,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE6ly,0.3491710814788185,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE7ly,0.3491710814788491,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE8ly,0.34917108147886733,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALASE9ly,0.3491710814788781,1.837273440992013e-114,2.9798564266835634e-114,0,0
GALGLUSIDEtg,0.03233197706220276,0.0012207544622917959,0.0012796332948782168,0,0
GALGLUSIDEtg2,-0.030869834338009414,0.0008613642727365059,0.0009045712242911673,0,0
GALGLUSIDEtl,0.0787048131637424,5.1075882678968885e-56,7.298382233776268e-56,0,0
GALGLUSIDEtl2,-0.1337145277043016,1.5797675045356538e-267,3.3134461813882007e-267,0,0
GALNTg,-1.0,0.0,0.0,-1,1
GALOR,0.0,1.0,1.0,0,0
GALUi,-0.4114001761865027,0.0,0.0,0,0
GALt4,0.0019844809915026073,4.872295384883887e-05,5.173838096000479e-05,0,0
GALtly,-0.00198448099148233,4.872295384883887e-05,5.173838096000479e-05,0,0
GAPD,0.0,1.0,1.0,0,0
GARFT,0.17058901773871452,9.803857095159588e-13,1.1373869797231408e-12,0,0
GASNASE2ly,0.4523973983459046,6.103857836584651e-115,1.029490286998239e-114,0,0
GASNASE3ly,0.34917108147883535,1.837273440992013e-114,2.9798564266835634e-114,0,0
GBAl,-0.16800787247348156,1.4521567744883152e-39,1.939041403968599e-39,0,0
GBSIDEte,-0.48129145142866075,1.37830107357921e-75,2.0912786236088812e-75,0,0
GBSIDEtl,0.3531859525444691,2.231788601339735e-55,3.1771313713395354e-55,0,0
GCA3Sabc,0.39647928226154755,1.1189181585962632e-104,1.796883348287595e-104,0,0
GCA3St,0.22248227270959428,1.95944553657125e-33,2.5348382735009028e-33,0,0
GCDCA3Sabc,-0.1807656434849406,3.433746373578779e-33,4.439551968559079e-33,0,0
GCDCA3St,0.17223982794165243,1.8083688851037378e-89,2.8265053395936506e-89,0,0
GDCA3Sabc,0.09300635734942854,8.66144540069212e-23,1.059807957339379e-22,0,0
GDCA3St,0.2158154579345583,6.092949945604465e-14,7.178168185786984e-14,0,0
GDPFUCtg,0.3491710814788101,1.837273440992013e-114,2.9798564266835634e-114,0,0
GDPtg,-0.34917108147906534,1.837273440992013e-114,2.9798564266835634e-114,0,0
GDRm,8.785893260422458,0.0,0.0,1,1
GGH_10FTHF5GLUl,1.0,0.0,0.0,1,1
GGH_5THFl,1.0,0.0,0.0,1,1
GGT_L,-0.017471509906981163,0.5005673707894058,0.5083643703344121,0,0
GHMT2r,-0.8285078808066761,4.17070574e-316,9.2045943e-316,-1,1
GHMT2rm,1.0,0.0,0.0,1,1
GK1,0.33107782780187844,1.6656399989720174e-38,2.2215023247540293e-38,0,0
GLA2l,0.4812914514284968,1.37830107357921e-75,2.0912786236088812e-75,0,0
GLB1,-0.28988623476601105,4.4129698613325653e-101,7.047163907320444e-101,0,0
GLCAASE4ly,0.1576018044051478,7.847683261668956e-40,1.0528167667918025e-39,0,0
GLCAASE6ly,0.221373010645344,7.969763456935227e-47,1.0982488048747698e-46,0,0
GLCAASE7ly,0.2811756304665597,1.4009782290842566e-250,2.857044073968073e-250,0,0
GLCAASE8ly,0.40710727599421803,1.5008470151493183e-142,2.679916188240019e-142,0,0
GLCAASE9ly,0.4071072759942177,1.5008470151493183e-142,2.679916188240019e-142,0,0
GLCMter,-1.0,0.0,0.0,-1,1
GLCURter,-1.0,0.0,0.0,-1,1
GLCURtly,-0.2587961375022083,0.0,0.0,0,0
GLCURtr,0.6549874253392891,0.0,0.0,0,0
GLCt4,-1.0,0.0,0.0,-1,1
GLCter,-1.0,0.0,0.0,-1,1
GLCtly,-0.1680078724734796,1.4521567744883152e-39,1.939041403968599e-39,0,0
GLNt,-1.0,0.0,0.0,-1,1
GLNt4,-0.3201124131173216,0.0,0.0,0,0
GLNtN1,1.0,0.0,0.0,1,1
GLNtm,0.15752591253270654,2.2025638207223236e-116,3.734212956083464e-116,0,0
GLPASE1,-0.4114001761864966,0.0,0.0,0,0
GLUNm,0.15752591253267823,2.2025638207223236e-116,3.734212956083464e-116,0,0
GLUPRT,0.17058901773872673,9.803857095159588e-13,1.1373869797231408e-12,0,0
GLUSIDEtg,-0.009181708219727722,0.06153429181321559,0.06359658239028894,0,0
GLUt6,-0.33545843879119236,2.380997184745219e-223,4.6920859892820294e-223,0,0
GLUt7l,1.0,0.0,0.0,1,1
GLXO1,0.5031153756430323,0.0,0.0,0,0
GLYACm,1.0,0.0,0.0,1,1
GLYALDtr,1.0,0.0,0.0,1,1
GLYATm,0.5096047793647749,0.0,0.0,0,0
GLYC2P3Pc,-0.35758265676654283,2.273588556073783e-85,3.541521559699913e-85,0,0
GLYC2Pte,0.3575826567665412,2.273588556073783e-85,3.541521559699913e-85,0,0
GLYC3Ptm,0.03036991831712947,1.942374946587825e-18,2.3304414448545834e-18,0,0
GLYC3tr,-0.9901075594132854,0.0,0.0,-1,1
GLYCK2,-0.3868452528426297,4.1963089360010326e-94,6.604122063416798e-94,0,0
GLYCLTt,0.503115375643033,0.0,0.0,0,0
GLYCLm,-1.0,0.0,0.0,-1,1
GLYCTO1,0.5031153756430322,0.0,0.0,0,0
GLYC_Rt,0.386845252842629,4.1963089360010326e-94,6.604122063416798e-94,0,0
GLYC_St,0.24996619199554357,4.9260933239281345e-304,1.0777895460406524e-303,0,0
GLYCt,1.0,0.0,0.0,1,1
GLYCtm,-1.0,0.0,0.0,-1,1
GLYOX,-1.0,0.0,0.0,-1,1
GLYt4,-0.5762076634360718,0.0,0.0,0,0
GLYtm,-1.2912421488912924,0.0,0.0,-1,1
GM2tl,-0.30231719426292186,9.134976413736297e-126,1.585248378414162e-125,0,0
GMPR,0.06858788043476133,1.2857747777661932e-18,1.5434708273868769e-18,0,0
GMPS,0.11670585164303975,2.162984997510718e-22,2.6451938715538364e-22,0,0
GMPS2,0.16207812449511472,1.3746584738471068e-12,1.5891441931707688e-12,0,0
GMPtg,0.3491710814788102,1.837273440992013e-114,2.9798564266835634e-114,0,0
GPDDA1,1.0,0.0,0.0,1,1
GRTT,0.33142832335956224,1.269310553972161e-61,1.8591570501697504e-61,0,0
GRTTx,-0.2045330260103846,1.8240952462376744e-32,2.3464404464004358e-32,0,0
GSNt2,0.14094382320559057,7.758325610986461e-118,1.3202460137413203e-117,0,0
GTHOm,0.010450893941660008,6.763913130197589e-11,7.721485624367633e-11,0,0
GTHPi,-0.16735661193008647,1.3152720028193915e-21,1.6041959970250407e-21,0,0
GTHPm,0.8021764477331421,0.0,0.0,0,0
GTHRDt2,-1.0,0.0,0.0,-1,1
GUDCA3Sabc,0.06164717077622256,3.202737354157636e-21,3.891718126830525e-21,0,0
GUDCA3St,-0.3655318592578614,8.528265387360626e-128,1.4901609199048198e-127,0,0
GULND,1.0,0.0,0.0,1,1
GULNDer,-1.0,0.0,0.0,-1,1
GULNter,-1.0,0.0,0.0,-1,1
GUR1PP,-0.2801364444821803,5.287262655536692e-24,6.507838932003631e-24,0,0
GluForTx,-0.22053325998455223,1.1072502845543827e-180,2.10037003271247e-180,0,0
H2O2syn,0.4782244249217209,3.2366612291510217e-183,6.15505077076886e-183,0,0
H2O2t,-0.023162338368472094,1.047670755116839e-32,1.351489351710925e-32,0,0
H2O2ter,-0.10770003852806691,1.3924815513476377e-193,2.679294182272605e-193,0,0
H2O2tm,0.6711803877794267,0.0,0.0,0,0
H2O2tp,0.24969212754657918,0.0,0.0,0,0
H2Ot,11.365453240601125,0.0,0.0,1,1
H2Oter,0.9508734642215253,0.0,0.0,1,1
H2Otg,-0.41848088716474147,1.3338402043277707e-172,2.4908538021898304e-172,0,0
H2Otly,0.1106036459154724,9.6867846026964e-277,2.0524830513791255e-276,0,0
H2Otm,0.49306829290978826,4.295221386124656e-50,6.031812432699363e-50,0,0
H2Otn,0.48486960282239083,0.0,0.0,0,0
H2Otp,-0.06954375807126466,9.028555903609494e-139,1.6046078327131514e-138,0,0
HACD4p,1.0,0.0,0.0,1,1
HACD5p,1.0,0.0,0.0,1,1
HAtly,0.4071072759944252,1.5008470151493183e-142,2.679916188240019e-142,0,0
HC00319t1,-1.0,3.5288451775889846e-235,7.076295865780371e-235,-1,1
HC00319t2,1.0,3.5288451775889846e-235,7.076295865780371e-235,1,1
HC00900t2,1.0,0.0,0.0,1,1
HC00900t4,-1.0,0.0,0.0,-1,1
HC02020te,1.0,0.0,0.0,1,1
HC02020tr,1.0,0.0,0.0,1,1
HC02149td,1.0,0.0,0.0,1,1
HC02194te,0.33057049396530164,2.7251028162810716e-58,3.948371191589464e-58,0,0
HC02220te,0.1576416070260823,1.9235329004551243e-12,2.215801150347599e-12,0,0
HCA24GSc,-0.8464190298648323,0.0,0.0,-1,1
HCA24Gte,0.27590818152226865,8.609790616330956e-50,1.2075932505511518e-49,0,0
HCA6GSc,0.1033841108993473,1.1412985810949231e-07,1.2600113023989428e-07,0,0
HCA6Gte,0.1033841108993475,1.1412985810949231e-07,1.2600113023989428e-07,0,0
HCYSte,-1.0,0.0,0.0,-1,1
HDCA24GSc,0.38308116611298604,2.5116988010361783e-63,3.7050398603520097e-63,0,0
HDCA24Gte,0.3830811661129843,2.5116988010361783e-63,3.7050398603520097e-63,0,0
HDCA6GSc,0.049023264281478525,0.06917625399020766,0.07126871855785728,0,0
HDCA6Gte,0.049023264281475985,0.06917625399020766,0.07126871855785728,0,0
HDCEAt,-0.7261376524231042,5.249252134161708e-295,1.1332822488322628e-294,0,0
HDCECRNtr,0.3202097774833481,8.104471438015003e-129,1.4171956951379491e-128,0,0
HDD2CRNte,-0.24317550719938988,1.2696120775805016e-24,1.5686273746825689e-24,0,0
HEXCCOAtx,0.09769722396090859,6.977595468924532e-13,8.144692000043878e-13,0,0
HEXCt,-0.2807142921514306,1.1979681866777803e-20,1.4525841668430897e-20,0,0
HISDC,0.1515428873139354,1.65134576941857e-113,2.665043172427989e-113,0,0
HISt4,-0.053425983959050814,5.1075882678968885e-56,7.298382233776268e-56,0,0
HIStN1,1.0,0.0,0.0,1,1
HKYNRtr,1.0,2.137617700150948e-300,4.645755801661393e-300,1,1
HMBS,0.37106163398047576,2.7492040497230273e-145,4.959433708670315e-145,0,0
HMCRNc,-1.0,0.0,0.0,-1,1
HMCRNt,-1.0,0.0,0.0,-1,1
HMR_0201,-1.0,0.0,0.0,-1,1
HMR_0206,0.4840388318584464,3.623402135617007e-82,5.579354705450749e-82,0,0
HMR_0207,0.48403883185866203,3.623402135617007e-82,5.579354705450749e-82,0,0
HMR_0210,0.3944963291528267,4.64927301850743e-55,6.602141274569978e-55,0,0
HMR_0211,0.3944963291528194,4.64927301850743e-55,6.602141274569978e-55,0,0
HMR_0214,1.0,0.0,0.0,1,1
HMR_0238,1.0,0.0,0.0,1,1
HMR_0242,-1.0,0.0,0.0,-1,1
HMR_0243,-1.0,0.0,0.0,-1,1
HMR_0246,-1.0,0.0,0.0,-1,1
HMR_0247,-1.0,0.0,0.0,-1,1
HMR_0260,-0.14985754265857457,4.8878146754685455e-17,5.809371400739177e-17,0,0
HMR_0268,-1.0,0.0,0.0,-1,1
HMR_0271,1.0,0.0,0.0,1,1
HMR_0272,0.4392885942433065,7.39394789512448e-72,1.110795858898885e-71,0,0
HMR_0273,0.35204363745404754,5.921566070217685e-46,8.1403697423113e-46,0,0
HMR_0276,-1.0,0.0,0.0,-1,1
HMR_0278,-1.0,0.0,0.0,-1,1
HMR_0279,-1.0,0.0,0.0,-1,1
HMR_0280,-0.4072564356543271,3.655328303322282e-67,5.444816702468308e-67,0,0
HMR_0281,-0.3813656673673719,2.661665844969578e-62,3.9085723669373084e-62,0,0
HMR_0290,-0.009373011436355085,0.08689937254547132,0.08884604307740392,0,0
HMR_0291,-0.009373011436356446,0.08689937254547132,0.08884604307740392,0,0
HMR_0298,0.022246810764816632,0.029225323426275904,0.030287097211063405,0,0
HMR_0299,0.022246810764854533,0.029225323426275904,0.030287097211063405,0,0
HMR_0302,-0.014327194545002753,0.0007213629171338913,0.0007582451298477844,0,0
HMR_0303,-0.014327194544986049,0.0007213629171338913,0.0007582451298477844,0,0
HMR_0306,-0.12011525515746103,0.00013349301651925088,0.00014142574916292037,0,0
HMR_0307,-0.12011525515745698,0.00013349301651925088,0.00014142574916292037,0,0
HMR_0308,-0.558368316162329,3.9313929323154294e-185,7.494936233537017e-185,0,0
HMR_0309,0.2918574534155724,5.795101457747716e-58,8.354024969412691e-58,0,0
HMR_0310,0.08941426073507941,5.205457009939086e-12,5.981295516959211e-12,0,0
HMR_0311,-0.6445718374904338,1.0977266965700495e-271,2.3108969756207128e-271,0,0
HMR_0324,0.0005026694805254441,0.0005028776494501317,0.0005298092317844878,0,0
HMR_0325,0.0005026694804295295,0.0005028776494501317,0.0005298092317844878,0,0
HMR_0328,0.3237526198788058,1.1582681881726136e-56,1.6592391747708126e-56,0,0
HMR_0329,0.3237526198787861,1.1582681881726136e-56,1.6592391747708126e-56,0,0
HMR_0346,-0.11047598794919936,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_0347,-0.11047598794945139,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_0374,0.12727179705178612,1.3787445928064639e-06,1.5003791896921081e-06,0,0
HMR_0382,0.08005482694585092,2.0977827855404345e-05,2.249596013441387e-05,0,0
HMR_0383,0.08005482694760724,2.0977827855404345e-05,2.249596013441387e-05,0,0
HMR_0386,-0.21484958133130316,1.2354887717127082e-13,1.4532914314682477e-13,0,0
HMR_0387,-0.21484958133130033,1.2354887717127082e-13,1.4532914314682477e-13,0,0
HMR_0390,0.11441273752990966,1.0845303448772275e-06,1.1818998314278094e-06,0,0
HMR_0391,0.11441273752988185,1.0845303448772275e-06,1.1818998314278094e-06,0,0
HMR_0394,-0.029237713882823712,5.214702601499457e-07,5.715634647753008e-07,0,0
HMR_0395,-0.029237713882879938,5.214702601499457e-07,5.715634647753008e-07,0,0
HMR_0406,-1.0,0.0,0.0,-1,1
HMR_0410,-1.0,0.0,0.0,-1,1
HMR_0414,0.5536645288645777,1.2169340874898888e-143,2.1900974666024655e-143,0,0
HMR_0434,0.31013163655012077,1.5702401851850447e-15,1.854703986849002e-15,0,0
HMR_0435,0.31013163655013193,1.5702401851850447e-15,1.854703986849002e-15,0,0
HMR_0438,0.0017333828286111403,0.022438659451142425,0.023285593846069586,0,0
HMR_0439,0.001733382828715211,0.022438659451142425,0.023285593846069586,0,0
HMR_0753,0.0,1.0,1.0,0,0
HMR_0765,-0.37259684436008683,1.3529081395435592e-72,2.033818428483796e-72,0,0
HMR_0769,0.37259684436009677,1.3529081395435592e-72,2.033818428483796e-72,0,0
HMR_0805,1.0,0.0,0.0,1,1
HMR_0806,-0.091000167076594,1.035413447317725e-09,1.1749445483734702e-09,0,0
HMR_0807,0.3415348838825332,9.691515433227226e-110,1.562970898842723e-109,0,0
HMR_0808,0.08072302863855138,1.7492235820299696e-06,1.9026349924653911e-06,0,0
HMR_0815,0.3099175604033044,6.33938261831875e-34,8.257118227741659e-34,0,0
HMR_0821,0.309917560403307,6.33938261831875e-34,8.257118227741659e-34,0,0
HMR_0827,0.23594964846371383,4.564357804197157e-28,5.79625181367719e-28,0,0
HMR_0828,0.23594964846372363,4.564357804197157e-28,5.79625181367719e-28,0,0
HMR_0835,-0.30231719426291526,9.134976413736297e-126,1.585248378414162e-125,0,0
HMR_0836,-0.3023171942629126,9.134976413736297e-126,1.585248378414162e-125,0,0
HMR_0986,-1.0,0.0,0.0,-1,1
HMR_1095,0.26312917278273534,4.231712281869183e-40,5.7140635664056075e-40,0,0
HMR_1126,1.0,0.0,0.0,1,1
HMR_1305,1.0,0.0,0.0,1,1
HMR_1307,1.0,0.0,0.0,1,1
HMR_1311,-1.0,0.0,0.0,-1,1
HMR_1388,-1.0,0.0,0.0,-1,1
HMR_1465,-1.0,0.0,0.0,-1,1
HMR_1467,1.0,0.0,0.0,1,1
HMR_1477,0.3220876975912088,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1478,0.32208769759120914,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1479,0.3220876975912085,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1490,0.32208769759121125,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1493,0.3220876975912079,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1494,0.3220876975912093,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1495,-0.21183225064819236,8.493582764331036e-19,1.0201239930633382e-18,0,0
HMR_1500,0.3220876975912058,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1502,0.32208769759120753,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1503,0.32208769759120753,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1504,0.32208769759120925,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1505,0.3220876975912049,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1509,0.322087697591205,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1516,0.32208769759120426,1.8563677968613695e-09,2.086813454402781e-09,0,0
HMR_1536,-0.07837081429459626,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1538,-0.07837081429459615,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1539,-0.07837081429459916,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1540,-0.0783708142945962,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1543,-0.07837081429459586,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1544,-0.07837081429459633,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1545,-0.07837081429460023,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1546,-0.07837081429458954,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1547,-0.0783708142945902,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1548,-0.07837081429459106,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1549,-0.07837081429459171,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1550,-0.07837081429459641,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1551,-0.07837081429459623,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1552,-0.07837081429461094,3.9587400002181794e-05,4.209620074789322e-05,0,0
HMR_1565,1.0,0.0,0.0,1,1
HMR_1685,0.23285833874676368,0.0,0.0,0,0
HMR_1897,0.0687743860217678,1.9092886474554655e-07,2.1058466377445008e-07,0,0
HMR_1916,0.0,1.0,1.0,0,0
HMR_1981,-1.0,0.0,0.0,-1,1
HMR_2016,-0.12570427704348347,2.321597219050034e-08,2.5893865365944167e-08,0,0
HMR_2018,0.12377034333659691,3.202737354157636e-21,3.891718126830525e-21,0,0
HMR_2041,-0.30045327424213886,3.0940781182944927e-138,5.473400206161266e-138,0,0
HMR_2190,0.3805954746889737,5.261321340466556e-51,7.3976187917096e-51,0,0
HMR_2193,0.3805954746889845,5.261321340466556e-51,7.3976187917096e-51,0,0
HMR_2210,-0.237072501037497,2.461977466455732e-07,2.7101942008933817e-07,0,0
HMR_2211,-0.19330488010865354,0.06917625399020766,0.07126871855785728,0,0
HMR_2215,0.1856829830794106,6.914010091642317e-26,8.673870824149405e-26,0,0
HMR_2217,0.18568298307941117,6.914010091642317e-26,8.673870824149405e-26,0,0
HMR_2218,0.18568298307941208,6.914010091642317e-26,8.673870824149405e-26,0,0
HMR_2219,0.1856829830794145,6.914010091642317e-26,8.673870824149405e-26,0,0
HMR_2259,0.3580538130679767,1.1400715982144689e-69,1.7015326272893513e-69,0,0
HMR_2260,0.3580538130679438,1.1400715982144689e-69,1.7015326272893513e-69,0,0
HMR_2261,0.3580538130679426,1.1400715982144689e-69,1.7015326272893513e-69,0,0
HMR_2262,0.35805381306794487,1.1400715982144689e-69,1.7015326272893513e-69,0,0
HMR_2263,-0.09026116807671805,2.214758736930358e-06,2.4009878563777085e-06,0,0
HMR_2264,-0.09026116807673186,2.214758736930358e-06,2.4009878563777085e-06,0,0
HMR_2265,-0.09026116807673108,2.214758736930358e-06,2.4009878563777085e-06,0,0
HMR_2266,-0.09026116807673129,2.214758736930358e-06,2.4009878563777085e-06,0,0
HMR_2267,0.3237526198787776,1.1582681881726136e-56,1.6592391747708126e-56,0,0
HMR_2268,0.323752619878788,1.1582681881726136e-56,1.6592391747708126e-56,0,0
HMR_2269,0.32375261987878784,1.1582681881726136e-56,1.6592391747708126e-56,0,0
HMR_2270,0.32375261987878745,1.1582681881726136e-56,1.6592391747708126e-56,0,0
